Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
322,Brandon Walter*,28,HOU,AL,0.6,1,1,.500,3.34,5,5,0,0,0,0,29.2,29,11,11,5,2,0,30,2,0,0,122,122,3.66,1.045,8.8,1.5,0.6,9.1,15.00,,waltebr01
323,Luke Weaver,31,NYY,AL,1.0,1,2,.333,2.12,29,0,14,0,0,8,29.2,16,8,7,4,8,1,29,0,0,0,113,192,3.69,0.809,4.9,1.2,2.4,8.8,3.63,,weavelu01
324,Pierce Johnson,34,ATL,NL,0.3,1,3,.250,3.07,32,0,8,0,0,1,29.1,26,11,10,3,8,0,33,1,0,2,117,135,3.09,1.159,8.0,0.9,2.5,10.1,4.13,,johnspi01
325,Jorge Alcalá,29,2TM,AL,-0.8,0,2,.000,7.67,28,0,11,0,0,0,29.1,34,26,25,5,16,0,33,1,0,5,134,56,4.79,1.705,10.4,1.5,4.9,10.1,2.06,,alcaljo01
325,Jorge Alcalá,29,MIN,AL,-0.9,0,2,.000,8.88,22,0,8,0,0,0,24.1,29,25,24,5,15,0,28,1,0,3,114,48,5.43,1.808,10.7,1.8,5.5,10.4,1.87,,alcaljo01
325,Jorge Alcalá,29,BOS,AL,0.1,0,0,,1.80,6,0,3,0,0,0,5.0,5,1,1,0,1,0,5,0,0,2,20,248,1.69,1.200,9.0,0.0,1.8,9.0,5.00,,alcaljo01
326,Ryan Helsley,30,STL,NL,0.7,3,0,1.000,3.41,29,0,22,0,0,16,29.0,29,11,11,4,12,2,34,1,0,4,127,123,3.88,1.414,9.0,1.2,3.7,10.6,2.83,,helslry01
327,Luke Jackson,33,TEX,AL,-0.2,2,4,.333,3.41,33,0,19,0,0,9,29.0,25,15,11,3,15,4,21,2,0,0,124,112,4.74,1.379,7.8,0.9,4.7,6.5,1.40,,jackslu01
328,Erik Miller*,27,SFG,NL,1.3,4,1,.800,1.55,35,0,2,0,0,0,29.0,24,5,5,0,20,4,20,3,0,1,125,252,4.09,1.517,7.4,0.0,6.2,6.2,1.00,,milleer01
329,Rafael Montero,34,2TM,2LG,0.2,0,0,,3.72,29,0,10,0,0,0,29.0,18,12,12,1,16,1,32,0,0,0,120,113,2.98,1.172,5.6,0.3,5.0,9.9,2.00,,montera01
329,Rafael Montero,34,HOU,AL,0.0,0,0,,4.50,3,0,2,0,0,0,4.0,3,2,2,0,2,0,5,0,0,0,16,98,2.09,1.250,6.8,0.0,4.5,11.3,2.50,,montera01
329,Rafael Montero,34,ATL,NL,0.2,0,0,,3.60,26,0,8,0,0,0,25.0,15,10,10,1,14,1,27,0,0,0,104,116,3.13,1.160,5.4,0.4,5.0,9.7,1.93,,montera01
330,Cole Henry,25,WSN,NL,0.4,0,1,.000,3.45,29,0,10,0,0,0,28.2,19,12,11,5,16,1,29,7,1,0,125,117,5.74,1.221,6.0,1.6,5.0,9.1,1.81,,henryco01
331,Joey Cantillo*,25,CLE,AL,-0.2,1,0,1.000,3.81,21,0,10,0,0,1,28.1,25,17,12,5,14,0,36,0,0,2,123,109,4.32,1.376,7.9,1.6,4.4,11.4,2.57,,cantijo01
332,Juan Mejia,24,COL,NL,0.2,0,0,,3.81,23,0,9,0,0,0,28.1,23,17,12,4,10,0,28,0,0,0,116,122,4.00,1.165,7.3,1.3,3.2,8.9,2.80,,mejiaju01
333,Justin Sterner,28,ATH,AL,0.1,1,3,.250,4.45,30,1,3,0,0,0,28.1,26,15,14,6,14,0,30,4,0,1,127,95,5.63,1.412,8.3,1.9,4.4,9.5,2.14,,sternju01
334,Chris Flexen,30,CHC,NL,1.0,4,0,1.000,0.64,15,0,10,0,0,1,28.0,16,3,2,1,8,0,14,0,0,2,104,595,3.41,0.857,5.1,0.3,2.6,4.5,1.75,,flexech01
335,J.T. Ginn,26,ATH,AL,0.3,1,2,.333,4.82,8,4,0,0,0,0,28.0,28,15,15,7,7,0,34,2,0,0,117,87,4.87,1.250,9.0,2.3,2.3,10.9,4.86,,ginnjt01
336,Ryne Stanek,33,NYM,NL,-0.4,2,4,.333,4.18,33,0,8,0,0,1,28.0,28,18,13,2,11,0,29,0,0,1,123,92,3.12,1.393,9.0,0.6,3.5,9.3,2.64,,stanery01
337,Tim Herrin*,28,CLE,AL,0.1,4,2,.667,4.23,35,0,0,0,0,0,27.2,22,13,13,3,17,0,27,4,0,1,122,98,4.82,1.410,7.2,1.0,5.5,8.8,1.59,,herriti01
338,Taylor Rogers*,34,CIN,NL,0.2,2,2,.500,2.93,33,0,3,0,0,0,27.2,24,15,9,3,15,2,28,0,0,0,120,154,4.10,1.410,7.8,1.0,4.9,9.1,1.87,,rogerta01
339,Matt Sauer,26,LAD,NL,-0.7,2,1,.667,6.18,9,1,4,0,0,1,27.2,32,21,19,5,8,0,22,2,0,1,120,65,4.93,1.446,10.4,1.6,2.6,7.2,2.75,,sauerma01
340,Trent Thornton,31,SEA,AL,-0.5,2,0,1.000,5.53,24,0,4,0,0,0,27.2,26,18,17,6,13,2,20,4,0,1,123,67,6.30,1.410,8.5,2.0,4.2,6.5,1.54,,thorntr01
341,Luis García,38,LAD,NL,-0.3,2,0,1.000,5.27,28,0,12,0,0,0,27.1,34,17,16,1,16,4,24,0,0,6,126,76,3.56,1.829,11.2,0.3,5.3,7.9,1.50,,garcilu03
342,Ryan Bergert,25,SDP,NL,1.0,1,0,1.000,2.67,9,5,2,0,0,0,27.0,19,8,8,2,12,0,23,1,0,1,111,156,3.79,1.148,6.3,0.7,4.0,7.7,1.92,,bergery01
343,Chase Lee,26,DET,AL,0.5,3,0,1.000,2.33,23,0,6,0,0,0,27.0,19,7,7,2,7,0,24,2,0,0,102,172,3.27,0.963,6.3,0.7,2.3,8.0,3.43,,leech02
344,Chris Martin,39,TEX,AL,0.1,0,4,.000,2.33,31,0,6,0,0,2,27.0,24,11,7,4,3,2,29,0,0,1,107,165,3.20,1.000,8.0,1.3,1.0,9.7,9.67,,martich02
345,Steven Wilson,30,CHW,AL,1.4,2,1,.667,1.67,28,0,9,0,0,1,27.0,18,5,5,2,14,2,26,2,0,0,114,252,3.90,1.185,6.0,0.7,4.7,8.7,1.86,,wilsost02
346,Yennier Cano,31,BAL,AL,-0.2,1,4,.200,4.73,32,0,3,0,0,0,26.2,29,15,14,4,8,0,31,1,1,0,113,83,3.72,1.388,9.8,1.4,2.7,10.5,3.88,,canoye01
347,Collin Snider,29,SEA,AL,-0.8,2,1,.667,5.47,24,0,4,0,0,0,26.1,32,20,16,3,6,1,24,2,0,1,119,68,3.65,1.443,10.9,1.0,2.1,8.2,4.00,,snideco01
348,Justin Wilson*,37,BOS,AL,0.3,2,1,.667,2.39,33,0,2,0,0,0,26.1,25,11,7,1,12,2,33,1,0,3,113,176,2.55,1.405,8.5,0.3,4.1,11.3,2.75,,wilsoju10
349,Connor Gillispie,27,MIA,NL,-0.8,0,3,.000,8.65,6,6,0,0,0,0,26.0,32,26,25,6,11,0,23,1,0,1,123,50,5.70,1.654,11.1,2.1,3.8,8.0,2.09,,gillico01
350,Eduardo Salazar,27,WSN,NL,-0.9,0,1,.000,9.00,27,0,8,0,0,0,26.0,45,27,26,6,15,0,21,1,1,3,138,45,6.32,2.308,15.6,2.1,5.2,7.3,1.40,,salazed01
351,Ryan Borucki*,31,PIT,NL,-0.3,1,3,.250,5.26,29,0,7,0,0,0,25.2,21,17,15,3,11,1,22,1,1,2,105,81,4.29,1.247,7.4,1.1,3.9,7.7,2.00,,borucry01
352,Cade Gibson*,27,MIA,NL,0.8,2,3,.400,2.10,18,1,7,0,0,0,25.2,21,8,6,1,7,1,17,2,0,4,105,207,3.32,1.091,7.4,0.4,2.5,6.0,2.43,,gibsoca01
353,Kyle Hart*,32,SDP,NL,-0.5,2,2,.500,6.66,6,6,0,0,0,0,25.2,29,19,19,8,6,0,17,0,0,0,110,62,6.51,1.364,10.2,2.8,2.1,6.0,2.83,,hartky01
354,JoJo Romero*,28,STL,NL,0.6,3,3,.500,2.81,32,0,6,0,0,0,25.2,20,10,8,1,15,3,20,1,0,1,109,150,3.90,1.364,7.0,0.4,5.3,7.0,1.33,,romerjo01
355,Tayler Scott,33,2TM,2LG,-0.7,1,2,.333,6.66,23,0,4,0,0,0,25.2,29,20,19,4,16,0,23,1,0,0,122,63,5.31,1.753,10.2,1.4,5.6,8.1,1.44,,scottta02
355,Tayler Scott,33,HOU,AL,-0.3,1,2,.333,5.40,17,0,1,0,0,0,16.2,16,11,10,1,12,0,16,1,0,0,78,76,4.29,1.680,8.6,0.5,6.5,8.6,1.33,,scottta02
355,Tayler Scott,33,ARI,NL,-0.4,0,0,,9.00,6,0,3,0,0,0,9.0,13,9,9,3,4,0,7,0,0,0,44,48,7.20,1.889,13.0,3.0,4.0,7.0,1.75,,scottta02
356,Ian Gibaut,31,CIN,NL,0.1,0,1,.000,4.62,25,0,5,0,0,0,25.1,26,13,13,3,8,0,15,0,0,0,109,98,4.39,1.342,9.2,1.1,2.8,5.3,1.88,,gibauia01
357,Lyon Richardson,25,CIN,NL,0.2,0,2,.000,3.20,22,0,7,0,0,0,25.1,21,12,9,2,11,4,21,2,0,0,110,142,3.99,1.263,7.5,0.7,3.9,7.5,1.91,,richaly01
358,Kirby Yates,38,LAD,NL,0.1,4,2,.667,3.91,31,0,5,0,0,2,25.1,24,12,11,4,8,0,38,1,0,1,108,102,3.20,1.263,8.5,1.4,2.8,13.5,4.75,,yateski01
359,Richard Fitts,25,BOS,AL,-0.1,0,3,.000,4.68,6,6,0,0,0,0,25.0,24,14,13,7,8,0,21,2,0,1,109,90,6.25,1.280,8.6,2.5,2.9,7.6,2.63,,fittsri01
360,Cam Booser*,33,CHW,AL,-0.3,1,4,.200,5.11,30,0,6,0,0,1,24.2,21,16,14,5,14,1,27,2,0,2,112,82,5.48,1.419,7.7,1.8,5.1,9.9,1.93,,booseca01
361,Jorge López,32,WSN,NL,-0.6,6,0,1.000,6.57,26,0,5,0,0,1,24.2,25,18,18,1,7,0,17,3,0,3,106,61,3.45,1.297,9.1,0.4,2.6,6.2,2.43,,lopezjo02
362,Juan Morillo,26,ARI,NL,0.2,0,2,.000,4.01,28,0,3,0,0,0,24.2,25,14,11,2,13,0,25,1,0,1,106,105,3.81,1.541,9.1,0.7,4.7,9.1,1.92,,morilju02
363,Victor Vodnik,25,COL,NL,1.0,3,2,.600,2.55,25,0,11,0,0,1,24.2,18,9,7,3,13,0,24,0,0,3,100,182,4.30,1.257,6.6,1.1,4.7,8.8,1.85,,vodnivi01
364,Ryan Weathers*,25,MIA,NL,0.5,1,1,.500,3.28,5,5,0,0,0,0,24.2,18,12,9,4,8,0,23,1,0,0,102,133,4.42,1.054,6.6,1.5,2.9,8.4,2.88,,weathry01
365,Daysbel Hernández,28,ATL,NL,0.7,3,1,.750,2.22,25,0,5,0,0,0,24.1,14,6,6,0,20,1,21,2,0,1,103,187,4.07,1.397,5.2,0.0,7.4,7.8,1.05,,hernada03
366,Brock Stewart,33,MIN,AL,0.8,1,1,.500,2.63,27,0,2,0,0,0,24.0,18,7,7,2,8,1,34,2,0,1,99,162,2.59,1.083,6.8,0.8,3.0,12.8,4.25,,stewabr01
367,Braydon Fisher,24,TOR,AL,0.7,2,0,1.000,1.90,22,1,6,0,0,0,23.2,13,5,5,2,5,0,33,0,0,0,89,222,2.03,0.761,4.9,0.8,1.9,12.5,6.60,,fishebr02
368,Kyle Harrison*,23,SFG,NL,0.1,1,1,.500,4.56,8,4,2,0,0,0,23.2,21,12,12,4,9,1,25,0,0,0,100,86,4.31,1.268,8.0,1.5,3.4,9.5,2.78,,harriky01
369,Paxton Schultz,27,TOR,AL,-0.2,0,0,,4.56,12,2,3,0,0,0,23.2,26,16,12,4,8,0,27,1,0,0,107,92,4.14,1.437,9.9,1.5,3.0,10.3,3.38,,schulpa01
370,Mick Abel,23,PHI,NL,0.8,2,1,.667,3.47,5,5,0,0,0,0,23.1,23,9,9,7,4,0,18,1,0,2,96,123,6.09,1.157,8.9,2.7,1.5,6.9,4.50,,abelmi01
371,Matt Bowman,34,BAL,AL,-0.2,0,1,.000,5.79,19,0,8,0,0,0,23.1,29,16,15,4,6,0,17,2,0,1,108,68,4.89,1.500,11.2,1.5,2.3,6.6,2.83,,bowmama01
372,Alek Jacob,27,SDP,NL,-0.7,1,0,1.000,6.94,22,0,4,0,0,0,23.1,31,19,18,6,10,0,18,6,0,0,114,60,6.94,1.757,12.0,2.3,3.9,6.9,1.80,,jacobal01
373,Justin Slaten,27,BOS,AL,0.0,1,4,.200,3.47,24,0,7,0,0,3,23.1,14,12,9,1,7,2,16,0,0,0,90,121,3.17,0.900,5.4,0.4,2.7,6.2,2.29,,slateju01
374,Sawyer Gipson-Long,27,DET,AL,-0.2,0,1,.000,4.70,5,2,0,0,0,0,23.0,21,13,12,4,4,0,18,1,0,3,93,85,4.43,1.087,8.2,1.6,1.6,7.0,4.50,,gipsosa01
375,Grant Holman,25,ATH,AL,0.0,4,2,.667,5.09,22,2,7,0,0,0,23.0,26,14,13,3,9,0,17,1,0,1,103,83,4.61,1.522,10.2,1.2,3.5,6.7,1.89,,holmagr01
376,Zack Kelly,30,BOS,AL,-0.6,1,3,.250,5.56,17,0,4,0,0,0,22.2,24,17,14,2,9,1,25,3,0,0,103,76,3.61,1.456,9.5,0.8,3.6,9.9,2.78,,kellyza01
377,Drew Pomeranz*,36,CHC,NL,1.0,2,1,.667,0.00,25,2,6,0,0,1,22.2,13,1,0,0,6,1,21,3,0,0,86,,2.42,0.838,5.2,0.0,2.4,8.3,3.50,,pomerdr01
378,Sean Reynolds,27,SDP,NL,0.2,0,1,.000,3.97,17,1,3,0,0,0,22.2,16,10,10,3,8,0,22,2,0,0,91,105,4.19,1.059,6.4,1.2,3.2,8.7,2.75,,reynose01
379,Justin Steele*,29,CHC,NL,0.1,3,1,.750,4.76,4,4,0,0,0,0,22.2,21,12,12,5,5,0,21,1,0,0,92,81,4.89,1.147,8.3,2.0,2.0,8.3,4.20,,steelju01
380,Connor Brogdon,30,LAA,AL,-0.2,1,1,.500,5.64,20,0,5,0,0,0,22.1,20,16,14,4,9,3,17,0,0,1,93,75,5.10,1.299,8.1,1.6,3.6,6.9,1.89,,brogdco01
381,Danny Coulombe*,35,MIN,AL,1.2,1,0,1.000,0.81,29,1,7,0,0,2,22.1,14,2,2,0,5,0,24,0,0,1,85,528,1.61,0.851,5.6,0.0,2.0,9.7,4.80,,couloda01
382,Mason Englert,25,TBR,AL,-0.2,0,0,,4.84,13,0,4,0,0,0,22.1,27,13,12,2,4,0,22,1,0,0,97,83,2.95,1.388,10.9,0.8,1.6,8.9,5.50,,englema01
383,Beau Brieske,27,DET,AL,-1.0,1,3,.250,6.55,22,1,9,0,0,1,22.0,24,20,16,5,12,1,16,0,0,2,103,61,6.22,1.636,9.8,2.0,4.9,6.5,1.33,,briesbe01
384,Taylor Clarke,32,KCR,AL,0.3,1,1,.500,3.68,19,0,7,0,0,1,22.0,13,9,9,3,2,0,13,0,0,2,80,113,3.95,0.682,5.3,1.2,0.8,5.3,6.50,,clarkta01
385,Trevor Rogers*,27,BAL,AL,1.0,1,0,1.000,2.05,4,4,0,0,0,0,22.0,13,5,5,1,6,0,18,1,0,0,86,192,2.99,0.864,5.3,0.4,2.5,7.4,3.00,,rogertr01
386,Easton Lucas*,28,TOR,AL,-0.2,3,2,.600,5.82,5,4,0,0,0,0,21.2,21,14,14,5,10,0,22,0,0,1,93,73,5.44,1.431,8.7,2.1,4.2,9.1,2.20,,lucasea01
387,Kaleb Ort,33,HOU,AL,-0.4,1,1,.500,6.23,23,0,9,0,0,0,21.2,18,15,15,3,12,0,21,0,0,2,91,66,4.61,1.385,7.5,1.2,5.0,8.7,1.75,,ortka01
388,Cionel Pérez*,29,BAL,AL,-0.6,0,0,,8.31,19,0,6,0,0,0,21.2,28,22,20,3,18,1,21,2,1,1,110,47,5.72,2.123,11.6,1.2,7.5,8.7,1.17,,perezci01
389,Zach Agnos,24,COL,NL,0.0,0,3,.000,5.48,20,0,10,0,0,4,21.1,19,15,13,4,9,0,12,0,0,2,90,85,5.66,1.313,8.0,1.7,3.8,5.1,1.33,,agnosza01
390,Matt Festa,32,CLE,AL,-0.2,1,2,.333,5.48,25,0,3,0,0,0,21.1,19,13,13,0,6,0,18,2,1,0,89,76,2.52,1.172,8.0,0.0,2.5,7.6,3.00,,festama01
391,Tyler Gilbert*,31,CHW,AL,0.5,2,1,.667,2.95,19,3,4,0,0,0,21.1,13,7,7,2,9,0,23,1,0,0,85,143,3.55,1.031,5.5,0.8,3.8,9.7,2.56,,gilbety01
392,Porter Hodge,24,CHC,NL,-0.3,2,1,.667,5.06,23,0,6,0,0,2,21.1,20,13,12,3,11,0,20,0,0,4,92,76,4.59,1.453,8.4,1.3,4.6,8.4,1.82,,hodgepo01
393,Michael McGreevy,24,STL,NL,0.5,1,1,.500,4.22,4,3,1,0,0,0,21.1,19,10,10,2,3,0,16,1,0,0,86,100,3.37,1.031,8.0,0.8,1.3,6.8,5.33,,mcgremi01
394,Logan Henderson,23,MIL,NL,0.8,3,0,1.000,1.71,4,4,0,0,0,0,21.0,14,4,4,3,6,0,29,0,0,0,81,236,3.04,0.952,6.0,1.3,2.6,12.4,4.83,,hendelo01
395,Anthony Veneziano*,27,MIA,NL,0.1,0,0,,4.71,24,1,3,0,0,0,21.0,25,11,11,4,10,0,20,1,0,1,100,93,5.23,1.667,10.7,1.7,4.3,8.6,2.00,,venezan01
396,Chris Stratton,34,2TM,2LG,-0.5,0,0,,7.71,15,0,9,0,0,0,21.0,32,20,18,4,10,0,22,0,0,0,104,55,4.89,2.000,13.7,1.7,4.3,9.4,2.20,,stratch01
396,Chris Stratton,34,KCR,AL,-0.4,0,0,,7.94,12,0,7,0,0,0,17.0,29,17,15,2,8,0,16,0,0,0,87,53,4.14,2.176,15.4,1.1,4.2,8.5,2.00,,stratch01
396,Chris Stratton,34,LAD,NL,-0.1,0,0,,6.75,3,0,2,0,0,0,4.0,3,3,3,2,2,0,6,0,0,0,17,64,8.09,1.250,6.8,4.5,4.5,13.5,3.00,,stratch01
397,Shawn Dubin,29,HOU,AL,0.7,2,0,1.000,1.33,18,0,1,0,0,0,20.1,16,3,3,2,7,0,18,1,0,0,81,309,3.77,1.131,7.1,0.9,3.1,8.0,2.57,,dubinsh01
398,George Soriano,26,MIA,NL,-0.5,1,0,1.000,7.97,12,0,4,0,0,0,20.1,25,19,18,6,11,1,21,2,0,1,95,55,6.77,1.770,11.1,2.7,4.9,9.3,1.91,,soriage01
399,José Alvarado*,30,PHI,NL,0.7,4,1,.800,2.70,20,0,9,0,0,7,20.0,20,7,6,1,4,0,25,0,0,2,84,159,1.84,1.200,9.0,0.5,1.8,11.3,6.25,,alvarjo03
400,Yerry De los Santos,27,NYY,AL,0.5,0,0,,1.80,14,0,3,0,0,0,20.0,22,4,4,0,12,0,13,0,0,1,93,228,3.59,1.700,9.9,0.0,5.4,5.9,1.08,,delosye01
401,Yimi García,34,TOR,AL,0.2,0,2,.000,3.15,21,0,4,0,0,3,20.0,11,8,7,1,10,1,24,1,0,2,83,134,2.99,1.050,5.0,0.5,4.5,10.8,2.40,,garciyi01
402,Tobias Myers,26,MIL,NL,0.0,1,1,.500,4.95,6,5,0,0,0,0,20.0,26,11,11,2,10,0,15,1,1,0,96,82,4.54,1.800,11.7,0.9,4.5,6.8,1.50,,myersto01
403,Martín Pérez*,34,CHW,AL,0.6,1,1,.500,3.15,4,4,0,0,0,0,20.0,14,7,7,1,11,0,18,1,0,0,83,134,3.74,1.250,6.3,0.5,5.0,8.1,1.64,,perezma02
404,Zach Brzykcy,25,WSN,NL,-0.2,0,1,.000,6.86,22,0,10,0,0,0,19.2,21,15,15,6,9,0,20,1,0,1,89,59,6.54,1.525,9.6,2.7,4.1,9.2,2.22,,brzykza01
405,Ryan Rolison*,27,COL,NL,-0.2,0,0,,7.78,16,1,4,0,0,0,19.2,27,18,17,3,10,0,11,0,1,1,92,60,5.47,1.881,12.4,1.4,4.6,5.0,1.10,,rolisry01
406,Jesús Tinoco,30,MIA,NL,0.0,2,1,.667,5.12,20,0,8,0,0,4,19.1,17,12,11,1,8,1,10,0,0,0,80,86,3.96,1.293,7.9,0.5,3.7,4.7,1.25,,tinocje01
407,Génesis Cabrera*,28,3TM,NL,-0.2,0,0,,5.59,17,0,4,0,0,0,19.1,18,12,12,5,6,0,17,1,0,0,80,73,5.77,1.241,8.4,2.3,2.8,7.9,2.83,,cabrege01
407,Génesis Cabrera*,28,NYM,NL,0.1,0,0,,3.52,6,0,1,0,0,0,7.2,7,3,3,1,3,0,7,0,0,0,32,113,4.13,1.304,8.2,1.2,3.5,8.2,2.33,,cabrege01
407,Génesis Cabrera*,28,CHC,NL,-0.4,0,0,,8.68,9,0,3,0,0,0,9.1,10,9,9,4,3,0,8,0,0,0,39,45,7.91,1.393,9.6,3.9,2.9,7.7,2.67,,cabrege01
407,Génesis Cabrera*,28,PIT,NL,0.1,0,0,,0.00,2,0,0,0,0,0,2.1,1,0,0,0,0,0,2,1,0,0,9,,2.66,0.429,3.9,0.0,0.0,7.7,,,cabrege01
408,Jonathan Loáisiga,30,NYY,AL,0.2,0,1,.000,3.79,18,0,2,0,0,0,19.0,17,9,8,4,6,2,17,1,0,0,81,108,5.14,1.211,8.1,1.9,2.8,8.1,2.83,,loaisjo01
409,Zebby Matthews,25,MIN,AL,0.1,1,1,.500,5.21,4,4,0,0,0,0,19.0,20,11,11,2,8,0,25,0,0,0,83,82,3.09,1.474,9.5,0.9,3.8,11.8,3.13,,matthze01
410,Paul Blackburn,31,NYM,NL,-0.6,0,3,.000,7.71,6,4,1,0,0,1,18.2,30,17,16,2,7,0,15,1,0,1,93,50,4.16,1.982,14.5,1.0,3.4,7.2,2.14,,blackpa01
411,John Brebbia,35,DET,AL,-0.6,1,0,1.000,7.71,19,0,11,0,0,0,18.2,22,18,16,3,11,0,20,3,0,2,93,52,5.28,1.768,10.6,1.4,5.3,9.6,1.82,,brebbjo01
412,Julian Merryweather,33,CHC,NL,-0.5,0,1,.000,5.79,21,0,2,0,0,0,18.2,23,13,12,2,11,2,15,0,0,1,88,67,4.64,1.821,11.1,1.0,5.3,7.2,1.36,,merryju01
413,Elvin Rodríguez,27,MIL,NL,-0.6,0,2,.000,8.68,6,2,3,0,0,0,18.2,23,18,18,7,7,0,17,1,0,0,84,47,7.42,1.607,11.1,3.4,3.4,8.2,2.43,,rodriel02
414,Hunter Strickland,36,LAA,AL,0.6,1,2,.333,3.38,17,0,5,0,0,1,18.2,15,8,7,1,10,2,10,0,0,1,79,125,4.32,1.339,7.2,0.5,4.8,4.8,1.00,,strichu01
415,Joel Payamps,31,MIL,NL,-0.8,0,1,.000,8.35,23,0,8,0,0,1,18.1,25,17,17,3,6,1,16,0,0,0,84,49,4.45,1.691,12.3,1.5,2.9,7.9,2.67,,payamjo01
416,José Ureña,33,3TM,2LG,0.0,0,0,,5.40,9,2,5,0,0,1,18.1,23,11,11,5,5,1,10,0,0,1,82,80,6.36,1.527,11.3,2.5,2.5,4.9,2.00,,urenajo01
416,José Ureña,33,2TM,NL,-0.1,0,0,,9.00,3,0,1,0,0,1,6.0,11,6,6,2,2,1,5,0,0,1,30,48,6.75,2.167,16.5,3.0,3.0,7.5,2.50,,urenajo01
416,José Ureña,33,NYM,NL,-0.1,0,0,,15.00,1,0,1,0,0,1,3.0,7,5,5,2,1,0,3,0,0,0,17,29,10.75,2.667,21.0,6.0,3.0,9.0,3.00,,urenajo01
416,José Ureña,33,TOR,AL,0.1,0,0,,3.65,6,2,4,0,0,0,12.1,12,5,5,3,3,0,5,0,0,0,52,117,6.17,1.216,8.8,2.2,2.2,3.6,1.67,,urenajo01
416,José Ureña,33,LAD,NL,0.1,0,0,,3.00,2,0,0,0,0,0,3.0,4,1,1,0,1,1,2,0,0,1,13,148,2.75,1.667,12.0,0.0,3.0,6.0,2.00,,urenajo01
417,Tyler Glasnow,31,LAD,NL,0.1,1,0,1.000,4.50,5,5,0,0,0,0,18.0,12,9,9,4,11,0,23,1,0,3,77,89,5.42,1.278,6.0,2.0,5.5,11.5,2.09,,glasnty01
418,Matt Svanson,26,STL,NL,0.3,1,0,1.000,3.00,13,0,5,0,0,0,18.0,9,6,6,1,8,0,18,2,0,0,72,141,3.47,0.944,4.5,0.5,4.0,9.0,2.25,,svansma01
419,Gordon Graceffo,25,STL,NL,-0.5,2,0,1.000,6.62,10,0,7,0,0,1,17.2,19,16,13,1,4,0,15,0,0,2,77,64,2.80,1.302,9.7,0.5,2.0,7.6,3.75,,gracego01
420,Casey Lawrence,37,2TM,AL,-0.5,1,2,.333,4.08,6,0,4,0,0,0,17.2,26,15,8,2,1,0,7,1,0,1,80,96,4.10,1.528,13.2,1.0,0.5,3.6,7.00,,lawreca01
420,Casey Lawrence,37,SEA,AL,-0.4,1,2,.333,3.00,5,0,3,0,0,0,15.0,20,12,5,2,1,0,6,0,0,1,65,126,4.22,1.400,12.0,1.2,0.6,3.6,6.00,,lawreca01
420,Casey Lawrence,37,TOR,AL,-0.1,0,0,,10.13,1,0,1,0,0,0,2.2,6,3,3,0,0,0,1,1,0,0,15,47,3.46,2.250,20.3,0.0,0.0,3.4,,,lawreca01
421,José Castillo*,29,2TM,NL,-0.2,0,2,.000,5.60,18,0,3,0,0,0,17.2,26,13,11,3,9,0,17,4,3,1,89,73,5.58,1.981,13.2,1.5,4.6,8.7,1.89,,castijo03
421,José Castillo*,29,ARI,NL,-0.3,0,1,.000,11.37,5,0,2,0,0,0,6.1,10,8,8,3,3,0,3,0,3,0,31,39,9.72,2.053,14.2,4.3,4.3,4.3,1.00,,castijo03
421,José Castillo*,29,NYM,NL,0.1,0,1,.000,2.38,13,0,1,0,0,0,11.1,16,5,3,0,6,0,14,4,0,1,58,164,3.26,1.941,12.7,0.0,4.8,11.1,2.33,,castijo03
422,Yoendrys Gómez,25,3TM,2LG,-0.1,1,1,.500,6.62,12,0,8,0,0,1,17.2,20,14,13,3,13,0,13,1,0,0,86,65,6.20,1.868,10.2,1.5,6.6,6.6,1.00,,gomezyo01
422,Yoendrys Gómez,25,2TM,AL,0.1,1,1,.500,4.05,9,0,6,0,0,0,13.1,10,7,6,1,11,0,7,1,0,0,61,106,5.71,1.575,6.8,0.7,7.4,4.7,0.64,,gomezyo01
422,Yoendrys Gómez,25,NYY,AL,0.2,1,1,.500,2.70,6,0,3,0,0,0,10.0,5,4,3,1,9,0,5,0,0,0,44,155,6.09,1.400,4.5,0.9,8.1,4.5,0.56,,gomezyo01
422,Yoendrys Gómez,25,LAD,NL,-0.3,0,0,,14.54,3,0,2,0,0,1,4.1,10,7,7,2,2,0,6,0,0,0,25,29,7.70,2.769,20.8,4.2,4.2,12.5,3.00,,gomezyo01
422,Yoendrys Gómez,25,CHW,AL,-0.1,0,0,,8.10,3,0,3,0,0,0,3.1,5,3,3,0,2,0,2,1,0,0,17,57,4.59,2.100,13.5,0.0,5.4,5.4,1.00,,gomezyo01
423,Braxton Ashcraft,25,PIT,NL,0.7,2,0,1.000,1.56,9,1,4,0,0,0,17.1,15,3,3,0,6,1,14,0,0,0,72,277,2.51,1.212,7.8,0.0,3.1,7.3,2.33,,ashcrbr01
424,Matt Brash,27,SEA,AL,1.1,0,0,,0.00,19,0,2,0,0,1,17.1,10,0,0,0,6,0,18,2,0,0,68,,2.39,0.923,5.2,0.0,3.1,9.3,3.00,,brashma01
